minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
2.71,5.72,8.53,9.0,1.11,2.66,4.3,546.31,151.94,0.95,276.51,10.79,66.24,51.59,0.0
1.89,1.77,13.32,9.0,0.56,2.5,4.7,471.44,106.58,0.85,214.93,10.12,62.64,51.37,71.0
2.71,2.49,12.17,9.0,1.43,2.52,5.11,571.99,154.2,1.02,314.87,9.99,62.96,49.34,0.0
2.71,5.22,13.32,9.0,1.93,6.04,4.12,494.71,89.54,0.87,230.03,10.54,64.87,50.74,0.0
2.76,5.53,6.98,9.0,1.43,2.57,4.32,496.55,105.95,0.88,235.35,10.53,63.74,51.59,0.0
2.63,5.22,13.32,9.0,1.43,6.04,4.07,470.07,89.74,0.82,202.75,10.9,65.49,51.85,0.0
2.71,2.9,9.89,9.0,1.43,7.91,4.52,589.69,167.46,1.04,324.17,10.47,65.23,50.22,0.0
4.7,5.22,9.92,9.0,1.86,4.78,4.53,654.26,198.23,1.05,385.41,10.34,66.38,48.68,0.0
2.71,2.88,13.32,9.0,1.23,7.61,4.78,596.04,183.78,1.07,327.78,10.63,66.13,50.91,0.0
2.34,2.9,12.13,9.0,1.43,7.91,4.79,623.9,188.23,1.07,355.19,10.54,66.28,50.39,0.0
4.45,2.9,7.2,9.0,1.43,5.6,4.34,489.8,102.96,0.87,231.92,10.43,63.08,51.38,0.0
2.71,2.28,9.89,9.0,1.27,5.76,4.84,512.07,123.93,0.91,252.94,10.36,63.47,50.58,0.0
3.54,2.96,11.76,9.0,1.59,7.91,5.03,581.27,165.73,0.97,318.32,10.42,64.45,50.72,0.0
4.59,2.9,13.32,9.0,0.79,5.45,4.5,523.13,161.75,0.93,259.56,10.76,64.56,51.98,0.0
2.71,5.22,9.89,9.0,1.43,7.91,4.2,482.16,101.96,0.88,219.01,10.86,64.34,52.95,0.0
4.17,5.22,14.73,9.0,1.43,5.93,4.39,508.72,116.34,0.92,244.74,10.82,64.57,52.91,0.0
2.71,5.22,13.32,9.0,1.43,6.04,4.15,461.27,85.8,0.82,194.82,10.93,65.21,52.49,0.0
2.71,5.22,5.68,9.0,1.08,6.54,4.14,485.15,110.2,0.87,218.31,10.99,65.25,52.9,0.0
