minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
1.38,4.36,6.6,9.0,1.52,7.55,4.77,514.58,121.24,0.91,249.61,10.61,64.81,51.15,0.0
4.79,2.47,6.6,9.0,1.87,5.23,5.14,751.5,270.3,1.17,486.08,9.82,65.84,47.04,0.0
2.89,5.28,13.05,9.0,1.52,7.44,5.78,803.65,348.79,1.34,530.41,10.5,67.83,49.66,0.0
4.79,3.61,6.6,9.0,1.52,7.55,5.75,973.07,499.16,1.44,698.61,9.97,68.5,47.61,0.0
2.82,5.59,12.73,9.0,0.95,7.74,4.28,452.01,92.72,0.8,182.57,11.19,66.09,53.09,0.0
2.84,4.24,12.83,9.0,0.88,7.58,4.3,458.35,102.71,0.83,191.77,11.15,65.16,53.23,0.0
2.85,4.24,11.55,9.0,1.05,7.58,4.52,564.09,173.92,1.01,294.69,10.91,66.46,52.12,0.0
2.84,4.24,12.67,9.0,0.9,7.58,4.57,530.22,160.04,0.98,264.53,11.03,65.0,53.01,0.0
2.85,4.24,12.83,9.0,0.52,7.58,4.08,430.54,90.69,0.78,161.89,11.33,65.67,54.32,113.0
2.84,4.24,11.01,9.0,1.0,2.65,4.36,473.74,106.17,0.86,212.85,10.76,63.8,52.78,0.0
2.31,1.64,14.35,9.0,1.04,2.23,4.87,578.89,168.0,1.01,322.6,9.71,62.63,48.84,0.0
2.85,4.0,12.83,9.0,0.88,4.91,4.19,445.66,92.39,0.82,180.67,11.09,64.79,53.79,0.0
4.06,5.59,4.61,9.0,0.88,4.4,4.22,460.88,98.88,0.83,194.38,11.0,65.12,53.5,0.0
2.82,3.74,12.87,9.0,1.04,7.55,4.4,452.79,93.4,0.83,188.37,11.02,64.72,53.63,0.0
1.85,1.64,6.69,9.0,1.22,5.32,4.93,606.1,184.51,1.05,349.13,9.85,63.09,48.12,0.0
2.64,1.64,10.91,9.0,1.04,3.27,5.29,648.01,226.34,1.05,384.63,9.84,65.2,47.32,0.0
1.78,1.64,7.98,9.0,1.01,2.23,4.98,589.41,173.73,1.02,332.75,9.63,62.75,48.13,0.0
