minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
3.37,5.67,10.44,9.0,1.72,2.36,4.68,598.89,158.72,1.06,333.97,10.28,64.85,50.0,0.0
3.48,3.33,14.07,9.0,1.19,2.94,4.69,627.14,210.8,1.06,359.23,10.42,66.2,49.52,0.0
2.89,5.79,10.44,9.0,1.28,2.94,4.27,498.4,115.36,0.91,235.98,10.78,64.04,52.88,0.0
3.68,2.86,10.44,9.0,1.19,6.83,4.66,549.12,161.9,0.97,288.53,10.57,63.84,51.79,0.0
3.71,5.71,9.25,9.0,1.19,2.94,4.34,493.31,111.55,0.86,225.11,10.81,65.63,52.29,0.0
4.46,5.79,10.44,9.0,1.07,6.83,4.25,490.86,118.54,0.87,222.03,11.11,65.79,53.35,0.0
2.92,3.39,10.44,9.0,1.61,6.83,4.32,514.44,115.25,0.93,255.2,10.47,63.42,51.3,0.0
3.68,5.79,10.44,9.0,0.58,2.94,4.23,444.57,98.48,0.8,176.3,11.21,65.6,53.55,46.0
3.68,5.79,11.64,9.0,1.28,2.94,4.54,533.84,138.01,0.99,269.01,10.75,64.7,52.63,0.0
4.46,5.79,5.33,9.0,0.53,6.96,4.17,456.56,110.02,0.79,185.04,11.25,66.57,53.27,57.0
4.24,1.56,10.44,9.0,1.28,5.84,5.05,705.05,260.29,1.07,441.86,9.89,65.2,47.38,0.0
3.8,3.6,7.07,9.0,0.54,7.3,4.08,442.61,100.18,0.79,175.68,11.11,65.28,53.33,60.0
3.52,1.56,7.48,9.0,1.95,2.32,5.54,1207.04,568.53,1.24,914.95,8.82,74.81,37.43,0.0
3.16,5.66,10.44,9.0,0.68,5.54,4.37,466.08,110.98,0.83,194.18,11.27,66.56,53.69,38.0
3.68,5.16,4.32,9.0,1.19,2.94,4.47,530.25,136.81,0.96,268.4,10.56,63.91,51.91,0.0
3.68,3.8,12.36,9.0,1.74,2.94,4.58,577.7,144.85,0.99,317.41,10.24,63.72,50.16,0.0
4.34,5.39,10.44,9.0,1.21,4.31,4.18,495.0,112.51,0.86,226.19,10.91,65.87,52.08,0.0
2.2,3.8,10.44,9.0,1.74,2.94,4.89,528.47,115.63,0.96,272.54,10.19,62.38,50.59,0.0
3.68,5.79,12.36,9.0,1.28,2.94,4.47,553.35,154.1,1.01,287.37,10.7,65.07,52.01,0.0
3.68,5.58,7.5,9.0,1.19,2.94,4.28,493.19,111.17,0.87,228.2,10.77,64.74,52.19,0.0
3.9,5.79,10.44,9.0,1.22,3.08,4.44,526.41,135.21,0.96,262.28,10.76,64.6,52.95,0.0
3.68,3.73,12.36,9.0,1.49,6.3,4.54,542.79,140.65,0.96,280.64,10.61,64.16,51.62,0.0
2.98,5.79,11.85,9.0,1.74,2.05,4.38,536.51,120.19,0.96,279.05,10.24,62.72,50.56,0.0
3.68,1.66,12.36,9.0,1.24,2.94,5.39,804.87,343.85,1.23,535.61,9.6,67.2,45.44,0.0
2.54,3.27,9.55,9.0,0.92,2.39,4.23,457.45,89.88,0.8,194.52,10.61,64.34,51.4,0.0
3.68,4.23,14.01,9.0,1.74,4.0,4.62,571.99,146.25,0.98,308.54,10.41,64.41,51.02,0.0
2.2,3.8,11.54,9.0,1.36,2.94,4.33,488.27,104.46,0.89,229.74,10.52,63.19,51.84,0.0
4.18,3.8,12.36,9.0,1.42,4.93,4.72,626.92,197.92,1.05,359.54,10.53,66.2,50.3,0.0
3.68,1.55,12.36,9.0,0.97,6.27,5.29,737.79,314.33,1.17,470.09,10.0,66.64,47.38,0.0
3.68,2.04,6.54,9.0,1.01,2.94,4.69,564.91,172.56,1.0,310.61,9.98,62.19,49.99,0.0
3.35,5.79,10.44,9.0,1.28,2.94,4.55,564.58,163.32,1.04,300.4,10.68,64.5,52.26,0.0
3.68,5.16,10.44,9.0,1.34,3.32,4.42,510.33,121.67,0.92,248.42,10.7,64.05,52.38,0.0
3.68,3.59,10.44,9.0,1.28,2.94,4.68,556.72,154.87,0.96,294.67,10.46,64.14,51.21,0.0
2.37,5.79,3.79,9.0,1.38,2.94,4.04,460.17,81.38,0.82,200.71,10.5,63.34,51.36,0.0
3.68,5.66,10.44,9.0,1.75,6.86,4.59,498.65,99.59,0.88,235.88,10.6,64.24,51.66,0.0
3.68,5.57,3.79,9.0,1.1,2.94,4.54,486.45,109.48,0.87,224.31,10.64,64.08,52.1,0.0
3.04,5.79,5.42,9.0,1.28,5.79,4.11,465.74,90.95,0.85,202.48,10.85,64.36,53.09,0.0
4.43,5.79,3.79,9.0,1.38,2.94,4.49,494.39,106.9,0.88,236.2,10.45,62.97,51.77,0.0
2.37,4.22,3.79,9.0,1.06,2.94,4.18,506.01,118.75,0.88,242.51,10.56,64.47,51.19,0.0
